,ordernumber,orderdate,customer names,product name,channel,order quantity,unit price,line total,total unit cost,state_code,county,state,region,latitude,longitude,2017 budgets
47805,SO - 0002920,2017-02-06,Janyx Group,Product 15,Distributor,5,1058.6000000000001,5293.000000000001,550.4720000000001,FL,Brevard County,Florida,South,28.08363,-80.60811,3299478.315
47806,SO - 0004195,2017-02-06,NCS Group,Product 26,Distributor,10,3986.5,39865.0,2710.82,OH,Delaware County/Franklin County/Fairfield County,Ohio,Midwest,39.98524,-82.98477,5685138.2700000005
47807,SO - 0005927,2017-02-06,Internatio Company,Product 2,Wholesale,9,221.1,1989.8999999999999,161.403,CA,Contra Costa County,California,West,38.00492,-121.80579,3050087.565
47808,SO - 0006375,2017-02-06,H Ltd,Product 17,Export,12,904.5,10854.0,407.02500000000003,VA,Hampton city,Virginia,South,37.02987,-76.34522,2119616.824
47809,SO - 0007042,2017-02-06,Feednation Corp,Product 19,Distributor,12,1996.6000000000001,23959.2,1677.144,CA,Los Angeles County,California,West,34.05223,-118.24368,1645841.6
47810,SO - 0007881,2017-02-06,Topco Company,Product 3,Wholesale,10,194.3,1943.0,104.92200000000001,CA,Orange County,California,West,33.931960000000004,-117.94617,2642352.432
47811,SO - 0001265,2017-02-06,Wordtune Company,Product 3,Wholesale,9,241.20000000000002,2170.8,166.428,CA,Alameda County,California,West,37.87159,-122.27275,2642352.432
47812,SO - 0001943,2017-02-06,Dazzlesphe Corp,Product 25,Wholesale,9,978.2,8803.800000000001,626.048,CA,Los Angeles County,California,West,33.96085,-118.04173,5342315.484
47813,SO - 0006161,2017-02-06,Tagfeed Ltd,Product 2,Wholesale,12,1112.2,13346.400000000001,811.9060000000001,OR,Jackson County,Oregon,West,42.32652,-122.87559,3050087.565
47814,SO - 0008204,2017-02-06,Eayo Company,Product 7,Distributor,5,254.6,1273.0,106.93199999999999,VA,Norfolk city,Virginia,South,36.84681,-76.28522,889737.555
47815,SO - 0008794,2017-02-06,Rochester Group,Product 23,Wholesale,5,3852.5,19262.5,2080.3500000000004,WI,Dane County,Wisconsin,Midwest,43.07305,-89.40123,1135815.7580000001
47816,SO - 0009104,2017-02-06,Remedy Ltd,Product 2,Wholesale,10,944.7,9447.0,472.35,CA,Yolo County,California,West,38.67852,-121.7733,3050087.565
47817,SO - 0003244,2017-02-06,Centizu Company,Product 28,Distributor,5,4020.0,20100.0,1809.0,IL,Cook County,Illinois,Midwest,41.88503,-87.7845,1003867.767
47818,SO - 0005027,2017-02-06,Bath Group,Product 13,Distributor,12,1728.6000000000001,20743.2,968.0160000000002,CT,Hartford County,Connecticut,Northeast,41.7607,-72.60765,3720639.645
47819,SO - 0009902,2017-02-06,Avavee Group,Product 1,Wholesale,8,5500.7,44005.6,2420.308,TN,Hawkins County/Sullivan County,Tennessee,South,36.51989,-82.54464,3016489.209
47820,SO - 0009198,2017-02-06,Aveda Group,Product 1,Wholesale,10,3959.7000000000003,39597.0,2930.1780000000003,MN,Hennepin County,Minnesota,Midwest,44.88969,-93.34995,3016489.209
47821,SO - 0009679,2017-02-06,Tambee Company,Product 19,Export,7,3939.6,27577.2,2087.9880000000003,IN,Johnson County,Indiana,Midwest,39.61366,-86.10665,1645841.6
47822,SO - 0010264,2017-02-06,Aibox Company,Product 25,Distributor,8,1768.8,14150.4,1468.1039999999998,MD,Montgomery County,Maryland,South,39.07955,-77.07303,5342315.484
47823,SO - 000297,2017-02-06,WOCKHARDT Group,Product 27,Wholesale,10,2539.3,25393.0,1828.296,NY,Nassau County,New York,Northeast,40.63396,-73.6091,964940.2310000001
47824,SO - 000378,2017-02-06,Jayo Company,Product 13,Wholesale,11,924.6,10170.6,536.268,MO,St. Charles County,Missouri,Midwest,38.80033,-90.62651,3720639.645
47825,SO - 0001416,2017-02-06,Aveda Group,Product 25,Export,6,5205.900000000001,31235.4,4372.956,MA,Hampden County,Massachusetts,Northeast,42.10148,-72.58981,5342315.484
47826,SO - 0003055,2017-02-06,Flipbug Ltd,Product 7,Wholesale,8,2499.1,19992.8,1949.298,CA,San Diego County,California,West,33.14337,-117.16614,889737.555
47827,SO - 0003499,2017-02-06,Unit Ltd,Product 28,Export,5,1172.5,5862.5,914.5500000000001,NC,Edgecombe County/Nash County,North Carolina,South,35.96851,-77.80829,1003867.767
47828,SO - 0005337,2017-02-06,Deseret Group,Product 15,Wholesale,6,3899.4,23396.4,3002.538,TX,Tarrant County,Texas,South,32.73569,-97.10807,3299478.315
47829,SO - 0005352,2017-02-06,Shuffledri Group,Product 8,Distributor,5,1072.0,5360.0,761.12,CT,Fairfield County,Connecticut,Northeast,41.16704,-73.20483,1085037.3290000001
47830,SO - 0009183,2017-02-06,Lazzy Group,Product 5,Wholesale,9,911.2,8200.800000000001,765.408,IL,Cook County,Illinois,Midwest,41.84333,-87.79093,3925424.5420000004
47831,SO - 0008255,2017-02-06,Twitterbri Ltd,Product 30,Wholesale,6,5681.6,34089.600000000006,4090.752,IN,Lake County,Indiana,Midwest,41.47812,-87.46166,1011609.684
47832,SO - 000353,2017-02-07,Mydo Corp,Product 5,Wholesale,6,1072.0,6432.0,460.96,CA,Alameda County,California,West,37.80437,-122.2708,3925424.5420000004
47833,SO - 0003046,2017-02-07,True Ltd,Product 6,Wholesale,5,5540.900000000001,27704.500000000004,4709.765,CT,Fairfield County,Connecticut,Northeast,41.39874,-73.4781,1672229.416
47834,SO - 0006843,2017-02-07,Skiptube Ltd,Product 27,Wholesale,10,3932.9,39329.0,2084.4370000000004,CA,Los Angeles County,California,West,34.05223,-118.24368,964940.2310000001
47835,SO - 0007387,2017-02-07,Brainspher Ltd,Product 26,Wholesale,8,938.0,7504.0,731.64,FL,Hillsborough County,Florida,South,27.94752,-82.45843,5685138.2700000005
47836,SO - 000180,2017-02-07,SUPERVALU Ltd,Product 11,Export,5,4006.6,20033.0,2844.6859999999997,PA,Delaware County,Pennsylvania,Northeast,39.94901,-75.28912,1230458.484
47837,SO - 0002833,2017-02-07,Muxo Group,Product 24,Export,11,1112.2,12234.2,511.612,OR,Washington County,Oregon,West,45.52289,-122.98983,756557.97
47838,SO - 0003019,2017-02-07,Eayo Company,Product 28,Wholesale,7,254.6,1782.2,211.31799999999998,NJ,Passaic County,New Jersey,Northeast,40.94585,-74.24508,1003867.767
47839,SO - 000322,2017-02-07,Brightdog Corp,Product 19,Wholesale,11,2412.0,26532.0,1013.04,TX,Smith County,Texas,South,32.35126,-95.30106,1645841.6
47840,SO - 0001196,2017-02-07,Aveda Group,Product 14,Export,11,904.5,9949.5,615.0600000000001,CT,New Haven County,Connecticut,Northeast,41.39733,-72.92223,4028698.4090000005
47841,SO - 0004026,2017-02-07,Vimbo Company,Product 30,Distributor,8,1105.5,8844.0,807.015,FL,Pinellas County,Florida,South,27.77086,-82.67927,1011609.684
47842,SO - 0005858,2017-02-07,Kare Corp,Product 15,Export,10,1768.8,17688.0,955.152,CA,Alameda County,California,West,37.87159,-122.27275,3299478.315
47843,SO - 0007054,2017-02-07,Mycone Ltd,Product 25,Distributor,8,2525.9,20207.2,1818.648,IL,Cook County,Illinois,Midwest,41.86472,-87.87119,5342315.484
47844,SO - 0001507,2017-02-07,Snaptags Ltd,Product 5,Distributor,12,5862.5,70350.0,2520.875,FL,Palm Beach County,Florida,South,26.65868,-80.24144,3925424.5420000004
47845,SO - 0002850,2017-02-07,Oozz Group,Product 24,Wholesale,12,3899.4,46792.8,2261.652,CT,Hartford County,Connecticut,Northeast,41.76657,-72.75494,756557.97
47846,SO - 0004382,2017-02-07,Wordware Company,Product 28,Wholesale,12,1051.9,12622.800000000001,568.0260000000001,PA,Lackawanna County,Pennsylvania,Northeast,41.40897,-75.66241,1003867.767
47847,SO - 0005522,2017-02-07,Vitz Company,Product 23,Wholesale,12,1922.9,23074.800000000003,788.389,MI,Kalamazoo County,Michigan,Midwest,42.29171,-85.58723,1135815.7580000001
47848,SO - 0007855,2017-02-07,sanofi-ave Group,Product 7,Wholesale,9,958.1,8622.9,421.564,NJ,Hudson County,New Jersey,Northeast,40.66871,-74.11431,889737.555
47849,SO - 0009598,2017-02-07,Wordtune Company,Product 6,Wholesale,9,1768.8,15919.199999999999,1149.72,CT,Hartford County,Connecticut,Northeast,41.77524,-72.52443,1672229.416
47850,SO - 0008491,2017-02-07,Holston Company,Product 13,Distributor,8,1085.4,8683.2,759.78,CA,San Bernardino County,California,West,34.09751,-117.64839,3720639.645
47851,SO - 0008816,2017-02-07,Golden Corp,Product 13,Wholesale,12,1045.2,12542.400000000001,491.24399999999997,NY,Monroe County,New York,Northeast,43.2134,-77.57972,3720639.645
47852,SO - 0008633,2017-02-07,Janyx Group,Product 26,Wholesale,12,2546.0,30552.0,1934.96,MI,Macomb County,Michigan,Midwest,42.49982,-83.00549,5685138.2700000005
47853,SO - 0003624,2017-02-07,Buzzbean Group,Product 5,Wholesale,7,3088.7000000000003,21620.9,1420.8020000000001,IN,Vigo County,Indiana,Midwest,39.4667,-87.41391,3925424.5420000004
47854,SO - 0003749,2017-02-07,Wordtune Company,Product 26,Distributor,10,1748.7,17487.0,1346.499,MA,Hampden County,Massachusetts,Northeast,42.10148,-72.58981,5685138.2700000005
47855,SO - 0008453,2017-02-07,Dynazzy Company,Product 12,Export,10,5969.7,59697.0,4656.366,MD,Howard County,Maryland,South,39.26733,-76.79831,1356976.996
47856,SO - 000963,2017-02-07,Wordpedia Ltd,Product 25,Wholesale,12,1172.5,14070.0,480.72499999999997,NY,Westchester County,New York,Northeast,40.91149,-73.78235,5342315.484
47857,SO - 0002332,2017-02-07,Remedy Ltd,Product 14,Wholesale,8,5983.1,47864.8,2632.5640000000003,IN,Marion County.,Indiana,Midwest,39.778,-86.14584,4028698.4090000005
47858,SO - 0005155,2017-02-07,Fivebridge Ltd,Product 1,Distributor,7,871.0,6097.0,644.54,MI,Oakland County,Michigan,Midwest,42.56923,-83.38727,3016489.209
47859,SO - 0007819,2017-02-07,US Ltd,Product 15,Wholesale,10,1112.2,11122.0,912.004,NJ,Passaic County,New Jersey,Northeast,40.94585,-74.24508,3299478.315
47860,SO - 0008828,2017-02-07,Vitz Company,Product 4,Export,9,1695.1000000000001,15255.900000000001,678.0400000000001,NJ,Passaic County,New Jersey,Northeast,40.91677,-74.17181,2885560.824
47861,SO - 000349,2017-02-08,Fivechat Company,Product 5,Export,8,1165.8,9326.4,827.718,NY,Westchester County,New York,Northeast,40.91149,-73.78235,3925424.5420000004
47862,SO - 0001945,2017-02-08,Actavis Company,Product 25,Export,12,5480.6,65767.20000000001,3014.3300000000004,NV,Clark County,Nevada,West,36.10803,-115.245,5342315.484
47863,SO - 0007290,2017-02-08,Avamba Company,Product 22,Wholesale,11,6070.2,66772.2,2670.888,TX,Brazos County,Texas,South,30.67436,-96.36996,663601.902
47864,SO - 0010484,2017-02-08,Janyx Group,Product 17,Distributor,10,2351.7000000000003,23517.000000000004,1128.816,VA,Richmond city,Virginia,South,37.55376,-77.46026,2119616.824
47865,SO - 0004497,2017-02-08,Camido Company,Product 25,Distributor,7,884.4,6190.8,689.832,CA,Madera County,California,West,36.96134,-120.06072,5342315.484
47866,SO - 0005181,2017-02-08,Nexus Group,Product 17,Wholesale,7,4020.0,28140.0,2613.0,KY,Daviess County,Kentucky,South,37.77422,-87.11333,2119616.824
47867,SO - 0006557,2017-02-08,Fatz Group,Product 2,Distributor,8,817.4,6539.2,514.962,AR,Washington County/Benton County,Arkansas,South,36.19007,-94.15943,3050087.565
47868,SO - 0007568,2017-02-08,Zooveo Company,Product 27,Wholesale,8,1098.8,8790.4,879.04,CA,Madera County,California,West,36.96134,-120.06072,964940.2310000001
47869,SO - 0007787,2017-02-08,Brainspher Ltd,Product 3,Export,10,1005.0,10050.0,432.15,CA,Los Angeles County,California,West,33.83141,-118.28202,2642352.432
47870,SO - 0009176,2017-02-08,Yombu Corp,Product 12,Export,9,1159.1000000000001,10431.900000000001,475.23100000000005,NJ,Middlesex County,New Jersey,Northeast,40.50399,-74.34941,1356976.996
47871,SO - 000986,2017-02-08,Aldi Ltd,Product 5,Wholesale,6,1085.4,6512.400000000001,868.3200000000002,VA,Chesapeake city,Virginia,South,36.81904,-76.27494,3925424.5420000004
47872,SO - 0001271,2017-02-08,SAFEWAY Ltd,Product 17,Distributor,11,1018.4,11202.4,600.856,IL,Cook County,Illinois,Midwest,41.51591,-87.60098,2119616.824
47873,SO - 0003422,2017-02-08,Pfizer Corp,Product 20,Distributor,11,221.1,2432.1,121.605,FL,Broward County,Florida,South,26.0112,-80.14949,2067108.1199999999
47874,SO - 0008733,2017-02-08,NCS Group,Product 13,Wholesale,12,5567.7,66812.4,4175.775,AR,Sebastian County,Arkansas,South,35.38592,-94.39855,3720639.645
47875,SO - 000507,2017-02-08,Oozz Group,Product 3,Wholesale,12,5976.400000000001,71716.8,3466.312,AZ,Mohave County,Arizona,West,34.4839,-114.32245,2642352.432
47876,SO - 0004156,2017-02-08,Omba Group,Product 2,Wholesale,9,2680.0,24120.0,2144.0,CO,Larimer County,Colorado,West,40.58526,-105.08442,3050087.565
47877,SO - 0004481,2017-02-08,Blogtags Ltd,Product 20,Wholesale,11,871.0,9581.0,409.37,OH,Cuyahoga County,Ohio,Midwest,41.48199,-81.79819,2067108.1199999999
47878,SO - 0005028,2017-02-08,Pixoboo Corp,Product 8,Distributor,5,5132.2,25661.0,3027.9979999999996,OH,Montgomery County,Ohio,Midwest,39.62657,-84.26395,1085037.3290000001
47879,SO - 0007964,2017-02-08,Actavis Company,Product 3,Wholesale,7,1802.3,12616.1,1477.886,CA,Orange County,California,West,33.75918,-118.00673,2642352.432
47880,SO - 000261,2017-02-08,Brightdog Corp,Product 2,Distributor,12,2693.4,32320.800000000003,1939.248,FL,Orange County,Florida,South,28.55778,-81.4534,3050087.565
47881,SO - 0004137,2017-02-08,Browsetype Corp,Product 30,Wholesale,11,984.9,10833.9,797.769,NY,Nassau County,New York,Northeast,40.80336,-73.6784,1011609.684
47882,SO - 0006393,2017-02-08,Podcat Corp,Product 24,Wholesale,9,1969.8,17728.2,965.202,GA,DeKalb County,Georgia,South,33.85844,-84.3402,756557.97
47883,SO - 0006979,2017-02-08,Arbor Company,Product 16,Wholesale,9,3819.0,34371.0,2482.35,FL,Orange County,Florida,South,28.55778,-81.4534,2062061.144
47884,SO - 0008996,2017-02-08,Wordtune Company,Product 4,Distributor,5,2921.2000000000003,14606.000000000002,2366.1720000000005,OK,Garfield County,Oklahoma,South,36.39559,-97.87839,2885560.824
47885,SO - 0008625,2017-02-08,Zoonder Group,Product 29,Wholesale,7,1045.2,7316.400000000001,616.668,CA,San Bernardino County,California,West,34.1064,-117.37032,594471.5700000001
47886,SO - 0009451,2017-02-08,Realbridge Corp,Product 16,Export,6,2378.5,14271.0,1070.325,TX,Fort Bend County,Texas,South,29.61968,-95.63495,2062061.144
47887,SO - 0008328,2017-02-08,Flipstorm Group,Product 26,Export,12,2318.2000000000003,27818.4,1877.7420000000004,MA,Essex County,Massachusetts,Northeast,42.70704,-71.16311,5685138.2700000005
47888,SO - 0001348,2017-02-08,Jaxbean Group,Product 16,Wholesale,8,1688.4,13507.2,759.7800000000001,NC,Chatham County/Wake County,North Carolina,South,35.78088,-78.81327,2062061.144
47889,SO - 0001872,2017-02-08,Voonyx Group,Product 25,Export,5,2237.8,11189.0,1029.3880000000001,FL,Palm Beach County,Florida,South,26.93422,-80.09421,5342315.484
47890,SO - 0002114,2017-02-08,Sanum-Kehl Group,Product 2,Distributor,9,3510.8,31597.2,2211.804,MO,Buchanan County,Missouri,Midwest,39.76861,-94.84663,3050087.565
47891,SO - 0003837,2017-02-08,Chatterbri Ltd,Product 9,Distributor,5,3979.8,19899.0,2706.264,CA,Los Angeles County,California,West,33.83585,-118.34063,710415.405
47892,SO - 0005415,2017-02-08,Devpoint Group,Product 15,Distributor,11,1333.3,14666.3,879.9780000000001,IN,Vanderburgh County,Indiana,Midwest,37.97476,-87.55585,3299478.315
47893,SO - 0006716,2017-02-08,Rooxo Company,Product 26,Distributor,8,207.70000000000002,1661.6000000000001,93.465,NM,Bernalillo County,New Mexico,West,35.08449,-106.65114,5685138.2700000005
47894,SO - 0007406,2017-02-08,Divanoodle Ltd,Product 16,Wholesale,10,1708.5,17085.0,1008.015,WA,Franklin County,Washington,West,46.23958,-119.10057,2062061.144
47895,SO - 0010301,2017-02-08,Dynazzy Company,Product 8,Wholesale,12,1065.3,12783.599999999999,681.792,NY,Schenectady County,New York,Northeast,42.81424,-73.93957,1085037.3290000001
47896,SO - 0002686,2017-02-09,Realbuzz Ltd,Product 16,Distributor,11,2251.2000000000003,24763.200000000004,1148.112,IL,Cook County/Kane County,Illinois,Midwest,42.03964,-88.32171,2062061.144
47897,SO - 0003493,2017-02-09,EMD Group,Product 19,Export,8,2834.1,22672.8,1445.391,FL,Flagler County,Florida,South,29.58497,-81.20784,1645841.6
47898,SO - 0005273,2017-02-09,Safecor Corp,Product 15,Export,6,1058.6000000000001,6351.6,868.052,CA,Solano County,California,West,38.35658,-121.98774,3299478.315
47899,SO - 0005690,2017-02-09,Zoonoodle Ltd,Product 13,Wholesale,5,804.0,4020.0,683.4,CA,Santa Clara County,California,West,37.38605,-122.08385,3720639.645
47900,SO - 0005709,2017-02-09,Neutrogena Ltd,Product 15,Wholesale,12,1045.2,12542.400000000001,846.6120000000001,FL,Marion County,Florida,South,29.1872,-82.14009,3299478.315
47901,SO - 0009354,2017-02-09,Eire Corp,Product 11,Wholesale,11,944.7,10391.7,765.2070000000001,OR,Multnomah County,Oregon,West,45.49818,-122.43148,1230458.484
47902,SO - 0009646,2017-02-09,Talane Group,Product 26,Distributor,5,1005.0,5025.0,603.0,FL,Palm Beach County,Florida,South,26.65868,-80.24144,5685138.2700000005
47903,SO - 0002936,2017-02-09,Devpoint Group,Product 29,Distributor,9,5447.1,49023.9,4030.8540000000003,CA,Orange County,California,West,33.61891,-117.92895,594471.5700000001
47904,SO - 0003118,2017-02-09,Omba Group,Product 15,Wholesale,6,3946.3,23677.800000000003,3354.355,DE,New Castle County,Delaware,South,39.74595,-75.54659,3299478.315
47905,SO - 0003287,2017-02-09,Pixoboo Corp,Product 1,Distributor,8,6210.900000000001,49687.200000000004,4409.7390000000005,FL,Lee County,Florida,South,26.56285,-81.94953,3016489.209
47906,SO - 0004325,2017-02-09,Organon Corp,Product 17,Wholesale,10,1045.2,10452.0,668.928,CA,Alameda County,California,West,37.66243,-121.87468,2119616.824
47907,SO - 0005332,2017-02-09,Eire Corp,Product 26,Distributor,5,3323.2000000000003,16616.0,1860.9920000000004,FL,Osceola County,Florida,South,28.29196,-81.40757,5685138.2700000005
47908,SO - 0006298,2017-02-09,sanofi-ave Group,Product 13,Wholesale,5,3993.2000000000003,19966.0,1597.2800000000002,CT,Hartford County,Connecticut,Northeast,41.76371,-72.68509,3720639.645
47909,SO - 0009050,2017-02-09,Tagfeed Ltd,Product 30,Distributor,11,5808.900000000001,63897.90000000001,2555.916,CA,Orange County,California,West,33.78779,-117.85311,1011609.684
47910,SO - 0010331,2017-02-09,Cadila Ltd,Product 6,Export,7,1145.7,8019.900000000001,469.73699999999997,IN,Elkhart County,Indiana,Midwest,41.65183,-85.94312,1672229.416
47911,SO - 0010565,2017-02-09,Browsetype Corp,Product 22,Distributor,9,911.2,8200.800000000001,537.608,TX,Bell County,Texas,South,31.11712,-97.7278,663601.902
47912,SO - 000618,2017-02-09,Eire Corp,Product 25,Export,9,1125.6000000000001,10130.400000000001,889.2240000000002,CA,Yolo County,California,West,38.54491,-121.74052,5342315.484
47913,SO - 000973,2017-02-09,Vimbo Company,Product 5,Distributor,8,1219.4,9755.2,609.7,CO,El Paso County,Colorado,West,38.83388,-104.82136,3925424.5420000004
47914,SO - 0001115,2017-02-09,Wordtune Company,Product 10,Wholesale,12,3993.2000000000003,47918.4,3034.8320000000003,TN,Madison County,Tennessee,South,35.61452,-88.81395,864331.624
47915,SO - 0003103,2017-02-09,Pfizer Corp,Product 25,Distributor,11,1695.1000000000001,18646.100000000002,966.207,CA,San Joaquin County,California,West,38.1302,-121.27245,5342315.484
47916,SO - 0004381,2017-02-09,Wordware Company,Product 6,Export,11,1118.9,12307.900000000001,928.687,MI,Wayne County,Michigan,Midwest,42.24087,-83.26965,1672229.416
47917,SO - 0004857,2017-02-09,Zoomzone Corp,Product 6,Export,10,180.9,1809.0,88.641,CO,Adams County/Douglas County/Arapahoe County,Colorado,West,39.688,-104.68974,1672229.416
47918,SO - 0005282,2017-02-09,Wordware Company,Product 21,Wholesale,5,5272.900000000001,26364.500000000004,2267.347,FL,Duval County,Florida,South,30.33218,-81.65565,959899.2180000001
47919,SO - 0005640,2017-02-09,WOCKHARDT Group,Product 25,Wholesale,5,1125.6000000000001,5628.000000000001,630.3360000000001,NJ,Mercer County,New Jersey,Northeast,40.21705,-74.74294,5342315.484
47920,SO - 0006417,2017-02-09,Rochester Group,Product 26,Wholesale,6,2371.8,14230.800000000001,1778.8500000000001,CT,Hartford County,Connecticut,Northeast,41.78232,-72.61203,5685138.2700000005
47921,SO - 0007683,2017-02-09,Holston Company,Product 25,Wholesale,5,1715.2,8576.0,1063.424,FL,Palm Beach County,Florida,South,26.35869,-80.0831,5342315.484
